merchant_id,merchant_name,category,industry,total_revenue,success_rate,refund_rate,chargeback_rate,retention_rate,total_transactions,avg_order_value,active_customers,merchant_health_score,risk_score,risk_level,merchant_status,created_at
M0471,Vortex Cart,E-Commerce,E-Commerce,31606034.43,95.33,1.34,0.12,74.97,19446,1625.32,12156,82.89,18.91,LOW,ACTIVE,2024-10-26
M0472,Flux Wave,SaaS & Subscriptions,SaaS & Subscriptions,9272037.3,94.55,0.97,0.03,79.91,6136,1511.09,3684,84.42,16.83,LOW,ACTIVE,2025-03-08
M0473,Nexus Direct,Fintech & Wealth,Fintech & Wealth,208850.26,88.28,3.17,1.33,67.84,132,1582.2,87,65.89,47.35,MEDIUM,ACTIVE,2024-11-27
M0474,Beacon Works,EdTech,EdTech,11322375.62,96.16,0.91,0.34,93.47,36857,307.2,19631,91.24,13.3,LOW,ACTIVE,2024-11-04
M0475,Horizon Cloud,Health & Wellness,Health & Wellness,3611075.33,96.07,1.62,0.13,82.49,928,3891.24,545,86.37,16.98,LOW,ACTIVE,2026-01-09
M0476,Catalyst Systems,Travel & Hospitality,Travel & Hospitality,5918716.96,71.68,10.11,4.74,26.02,2320,2551.17,2018,11.6,100.0,CRITICAL,RESTRICTED,2025-04-16
M0477,Flux Cloud,Gaming & Entertainment,Gaming & Entertainment,394525.46,86.31,2.2,0.66,64.94,578,682.57,390,64.78,42.28,MEDIUM,ACTIVE,2026-04-10
M0478,Elevate Platform,D2C Retail,D2C Retail,36750291.8,97.37,0.99,0.27,81.02,11166,3291.27,6642,88.1,14.31,LOW,ACTIVE,2026-03-12
M0479,Horizon Platform,B2B Logistics,B2B Logistics,578693.24,96.05,1.81,0.43,92.67,1355,427.08,727,89.41,17.53,LOW,ACTIVE,2025-09-20
M0480,Aero Platform,FoodTech & QSR,FoodTech & QSR,12769770.29,96.76,1.1,0.11,83.33,317,40283.19,184,88.35,13.76,LOW,ACTIVE,2026-07-22
M0481,Aero Tech,E-Commerce,E-Commerce,785024.44,92.75,2.66,0.56,46.59,34605,22.69,26543,65.89,38.02,MEDIUM,ACTIVE,2025-06-18
M0482,Apex Store,SaaS & Subscriptions,SaaS & Subscriptions,2334334.33,80.05,8.65,2.92,37.32,7448,313.42,6058,32.69,99.23,HIGH,UNDER_REVIEW,2025-08-22
M0483,Flux Store,Fintech & Wealth,Fintech & Wealth,12056946.94,97.8,0.47,0.4,81.71,578,20859.77,341,89.37,12.72,LOW,ACTIVE,2024-10-31
M0484,Pulse Works,EdTech,EdTech,1405005.8,86.3,2.45,1.19,45.0,1331,1055.6,1031,55.7,52.4,MEDIUM,ACTIVE,2025-07-04
M0485,Titan Dynamics,Health & Wellness,Health & Wellness,2571812.52,94.32,1.95,0.12,74.43,661,3890.79,415,80.52,22.7,LOW,ACTIVE,2025-08-25
M0486,Swift Cart,Travel & Hospitality,Travel & Hospitality,418685.25,94.01,1.51,0.44,71.95,6159,67.98,3943,79.1,24.8,LOW,ACTIVE,2025-05-04
M0487,Nova Hub,Gaming & Entertainment,Gaming & Entertainment,10054394.76,98.92,0.96,0.15,75.08,8381,1199.67,5234,88.16,12.41,LOW,ACTIVE,2025-08-20
M0488,Zenith Direct,D2C Retail,D2C Retail,16012652.55,87.43,3.1,1.31,63.55,45509,351.86,31048,63.24,49.3,MEDIUM,ACTIVE,2025-05-14
M0489,Quantum Mart,B2B Logistics,B2B Logistics,10856589.79,89.11,3.69,1.09,46.8,2948,3682.7,2258,58.69,51.27,MEDIUM,ACTIVE,2024-09-30
M0490,Beacon Cloud,FoodTech & QSR,FoodTech & QSR,8211748.49,94.97,1.61,0.27,94.52,130,63167.3,68,89.27,16.71,LOW,ACTIVE,2024-11-27
M0491,Echo Direct,E-Commerce,E-Commerce,520124.47,97.49,0.73,0.33,88.53,189,2751.98,105,91.38,11.83,LOW,ACTIVE,2026-03-11
M0492,Prism Dynamics,SaaS & Subscriptions,SaaS & Subscriptions,2437124.89,96.95,0.86,0.42,90.65,7616,320.0,4164,91.12,13.28,LOW,ACTIVE,2025-09-24
M0493,Beacon Ventures,Fintech & Wealth,Fintech & Wealth,8471223.95,96.68,1.86,0.32,87.6,21167,400.21,11895,88.45,17.15,LOW,ACTIVE,2025-09-03
M0494,Lumina Systems,EdTech,EdTech,549175.3,83.99,5.88,2.09,37.37,43753,12.55,35577,43.31,76.97,HIGH,UNDER_REVIEW,2024-11-18
M0495,Horizon Systems,Health & Wellness,Health & Wellness,20500680.37,91.54,4.06,1.01,66.78,2184,9386.76,1454,69.28,43.28,MEDIUM,ACTIVE,2026-01-04
M0496,Scale Hub,Travel & Hospitality,Travel & Hospitality,1064157.44,94.95,1.62,0.34,76.92,116,9173.77,71,82.32,21.73,LOW,ACTIVE,2025-03-25
M0497,Zenith Commerce,Gaming & Entertainment,Gaming & Entertainment,18383517.85,86.09,4.0,1.37,55.07,430,42752.37,311,56.87,57.06,MEDIUM,ACTIVE,2025-09-10
M0498,Titan Systems,D2C Retail,D2C Retail,7987772.97,84.09,7.46,3.14,32.83,2303,3468.42,1924,37.49,91.89,HIGH,UNDER_REVIEW,2026-01-28
M0499,Scale Ventures,B2B Logistics,B2B Logistics,8691318.26,99.0,0.52,0.36,82.13,1175,7396.87,692,91.15,10.67,LOW,ACTIVE,2025-06-16
M0500,Core Prime,FoodTech & QSR,FoodTech & QSR,226722.65,99.02,0.48,0.15,73.99,22486,10.08,14167,88.52,10.85,LOW,ACTIVE,2025-09-05
